,videoname,framepath,frame_num,label
28,brushing_hair_brush_hair_f_nm_np2_ba_goo_4,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/brushing_hair_brush_hair_f_nm_np2_ba_goo_4,16,0
29,brushing_hair_brush_hair_f_nm_np2_ri_goo_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/brushing_hair_brush_hair_f_nm_np2_ri_goo_1,16,0
30,brushing_hair_brush_hair_f_nm_np2_ri_goo_3,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/brushing_hair_brush_hair_f_nm_np2_ri_goo_3,16,0
31,Brushing_Hair_with_Beth_brush_hair_h_nm_np1_le_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Brushing_Hair_with_Beth_brush_hair_h_nm_np1_le_goo_0,16,0
32,Brushing_Hair_with_Beth_brush_hair_u_nm_np1_fr_goo_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Brushing_Hair_with_Beth_brush_hair_u_nm_np1_fr_goo_1,16,0
33,Brushing_Hair_with_Beth_brush_hair_u_nm_np1_fr_goo_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Brushing_Hair_with_Beth_brush_hair_u_nm_np1_fr_goo_2,16,0
34,Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_0,16,0
35,Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_1,16,0
36,Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_2,16,0
37,Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_fr_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_fr_goo_0,16,0
38,Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_1,16,0
39,Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_2,16,0
40,Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_3,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_3,16,0
41,brushing_jrs_hair_brush_hair_u_cm_np2_le_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/brushing_jrs_hair_brush_hair_u_cm_np2_le_goo_0,16,0
42,brushing_jrs_hair_brush_hair_u_cm_np2_le_goo_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/brushing_jrs_hair_brush_hair_u_cm_np2_le_goo_1,16,0
43,Brushing_my_hair_-_December_2008_brush_hair_u_cm_np1_ba_goo_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Brushing_my_hair_-_December_2008_brush_hair_u_cm_np1_ba_goo_1,16,0
44,Brushing_my_hair_-_December_2008_brush_hair_u_cm_np1_ba_goo_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Brushing_my_hair_-_December_2008_brush_hair_u_cm_np1_ba_goo_2,16,0
45,Brushing_my_hair_-_December_2008_brush_hair_u_nm_np1_ba_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Brushing_my_hair_-_December_2008_brush_hair_u_nm_np1_ba_goo_0,16,0
46,Brushing_my_long_hair_brush_hair_u_nm_np1_ba_goo_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Brushing_my_long_hair_brush_hair_u_nm_np1_ba_goo_2,16,0
47,Brushing_my_long_hair_brush_hair_u_nm_np1_fr_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Brushing_my_long_hair_brush_hair_u_nm_np1_fr_goo_0,16,0
48,Brushing_my_long_hair_brush_hair_u_nm_np1_fr_goo_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Brushing_my_long_hair_brush_hair_u_nm_np1_fr_goo_1,16,0
49,Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_ba_goo_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_ba_goo_1,16,0
50,Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_ba_goo_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_ba_goo_2,16,0
51,Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_fr_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_fr_goo_0,16,0
52,Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_0,16,0
53,Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_1,16,0
54,Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_2,16,0
55,brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_0,16,0
56,brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_1,16,0
57,brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_2,16,0
58,brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_0,16,0
59,brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_1,16,0
60,brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_2,16,0
61,can_somebody_just_brush_my_hair!_brush_hair_u_cm_np2_ri_med_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/can_somebody_just_brush_my_hair!_brush_hair_u_cm_np2_ri_med_0,16,0
62,Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_fr_goo_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_fr_goo_2,16,0
63,Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_le_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_le_goo_0,16,0
64,Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_le_goo_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_le_goo_1,16,0
65,Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_nm_np1_ri_goo_3,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_nm_np1_ri_goo_3,16,0
66,Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ba_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ba_goo_0,16,0
67,Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ba_goo_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ba_goo_2,16,0
68,Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ri_goo_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ri_goo_1,16,0
69,Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_ba_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_ba_goo_0,16,0
70,Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_ba_goo_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_ba_goo_2,16,0
71,Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_le_goo_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_le_goo_1,16,0
72,Haarek_mmen_brush_hair_h_cm_np1_fr_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Haarek_mmen_brush_hair_h_cm_np1_fr_goo_0,16,0
73,Haarek_mmen_brush_hair_h_cm_np1_fr_goo_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Haarek_mmen_brush_hair_h_cm_np1_fr_goo_1,16,0
74,Haarek_mmen_brush_hair_h_cm_np1_fr_goo_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Haarek_mmen_brush_hair_h_cm_np1_fr_goo_2,16,0
75,indianrapunzels_com---silky_long_hair_brushing_brush_hair_u_cm_np2_fr_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/indianrapunzels_com---silky_long_hair_brushing_brush_hair_u_cm_np2_fr_goo_0,16,0
76,indianrapunzels_com---silky_long_hair_brushing_brush_hair_u_cm_np2_ri_goo_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/indianrapunzels_com---silky_long_hair_brushing_brush_hair_u_cm_np2_ri_goo_1,16,0
77,Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_fr_med_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_fr_med_1,16,0
78,Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_fr_med_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_fr_med_2,16,0
79,Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_le_med_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_le_med_0,16,0
80,long_hair_Christa__brush_hair_u_nm_np1_le_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/long_hair_Christa__brush_hair_u_nm_np1_le_goo_0,16,0
81,me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ba_goo_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ba_goo_2,16,0
82,me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_fr_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_fr_goo_0,16,0
83,me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_le_goo_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_le_goo_1,16,0
84,me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ri_goo_3,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ri_goo_3,16,0
85,My_Hair_Routine_brush_hair_h_nm_np1_le_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/My_Hair_Routine_brush_hair_h_nm_np1_le_goo_0,16,0
86,Olivia_Brushing_Hair_Playing_with_Evelyn_brush_hair_u_cm_np1_fr_goo_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Olivia_Brushing_Hair_Playing_with_Evelyn_brush_hair_u_cm_np1_fr_goo_1,16,0
87,Olivia_Brushing_Hair_Playing_with_Evelyn_brush_hair_u_cm_np2_ri_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Olivia_Brushing_Hair_Playing_with_Evelyn_brush_hair_u_cm_np2_ri_goo_0,16,0
88,Prelinger_HabitPat1954_brush_hair_h_nm_np1_ba_med_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Prelinger_HabitPat1954_brush_hair_h_nm_np1_ba_med_2,16,0
89,Prelinger_HabitPat1954_brush_hair_h_nm_np1_fr_med_26,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Prelinger_HabitPat1954_brush_hair_h_nm_np1_fr_med_26,16,0
90,Prelinger_HabitPat1954_brush_hair_u_cm_np1_le_med_10,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Prelinger_HabitPat1954_brush_hair_u_cm_np1_le_med_10,16,0
91,Prelinger_HabitPat1954_brush_hair_u_nm_np1_le_goo_11,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Prelinger_HabitPat1954_brush_hair_u_nm_np1_le_goo_11,16,0
92,rebecca_golden_hair_brush_hair_h_nm_np1_ba_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/rebecca_golden_hair_brush_hair_h_nm_np1_ba_goo_0,16,0
93,red_head_brush_hair_u_cm_np1_ba_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/red_head_brush_hair_u_cm_np1_ba_goo_0,16,0
94,red_head_brush_hair_u_cm_np1_fr_goo_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/red_head_brush_hair_u_cm_np1_fr_goo_1,16,0
95,red_head_brush_hair_u_cm_np1_le_goo_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/red_head_brush_hair_u_cm_np1_le_goo_2,16,0
96,sarah_brushing_her_hair_brush_hair_h_cm_np1_ri_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/sarah_brushing_her_hair_brush_hair_h_cm_np1_ri_goo_0,16,0
97,sarah_brushing_her_hair_brush_hair_h_cm_np1_ri_goo_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/sarah_brushing_her_hair_brush_hair_h_cm_np1_ri_goo_1,16,0
98,Silky_Straight_Hair_Original_brush_hair_h_nm_np1_ba_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Silky_Straight_Hair_Original_brush_hair_h_nm_np1_ba_goo_0,16,0
99,Silky_Straight_Hair_Original_brush_hair_h_nm_np1_ba_goo_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Silky_Straight_Hair_Original_brush_hair_h_nm_np1_ba_goo_1,16,0
100,Silky_Straight_Hair_Original_brush_hair_u_nm_np1_ba_goo_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Silky_Straight_Hair_Original_brush_hair_u_nm_np1_ba_goo_2,16,0
101,Slave_brush_my_hair_brush_hair_u_cm_np2_le_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Slave_brush_my_hair_brush_hair_u_cm_np2_le_goo_0,16,0
102,Slave_brush_my_hair_brush_hair_u_cm_np2_le_goo_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Slave_brush_my_hair_brush_hair_u_cm_np2_le_goo_1,16,0
103,Slave_brush_my_hair_brush_hair_u_cm_np2_le_goo_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Slave_brush_my_hair_brush_hair_u_cm_np2_le_goo_2,16,0
104,Trannydude___Brushing_SyntheticHair___OhNOES!__those_fukin_knots!_brush_hair_u_nm_np1_fr_goo_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Trannydude___Brushing_SyntheticHair___OhNOES!__those_fukin_knots!_brush_hair_u_nm_np1_fr_goo_0,16,0
105,Trannydude___Brushing_SyntheticHair___OhNOES!__those_fukin_knots!_brush_hair_u_nm_np1_fr_goo_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Trannydude___Brushing_SyntheticHair___OhNOES!__those_fukin_knots!_brush_hair_u_nm_np1_fr_goo_1,16,0
106,Trannydude___Brushing_SyntheticHair___OhNOES!__those_fukin_knots!_brush_hair_u_nm_np1_fr_goo_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/brush_hair/Trannydude___Brushing_SyntheticHair___OhNOES!__those_fukin_knots!_brush_hair_u_nm_np1_fr_goo_2,16,0
107,(Rad)Schlag_die_Bank!_cartwheel_f_cm_np1_le_med_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/cartwheel/(Rad)Schlag_die_Bank!_cartwheel_f_cm_np1_le_med_0,16,1
108,Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_ba_bad_8,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/cartwheel/Acrobacias_de_un_fenomeno_cartwheel_f_cm_np1_ba_bad_8,16,1
